id,regija,upravna_enota,obcina,kraj,povrsina,vrsta_hise,leto,adaptirana,zemljisce,cena
6342774,Dolenjska,Črnomelj,Črnomelj,ADLEŠIČI,366.33,samostojna,2007,,1408.0,340000.0
6365305,S.Primorska,Ajdovščina,Ajdovščina,AJDOVŠČINA,177.8,samostojna,1965,2019,437.0,199000.0
6280153,S.Primorska,Ajdovščina,Ajdovščina,AJDOVŠČINA,223.2,samostojna,1995,,887.0,155000.0
6367285,S.Primorska,Ajdovščina,Ajdovščina,AJDOVŠČINA,247.8,samostojna,2020,,233.0,240900.0
6351944,S.Primorska,Ajdovščina,Ajdovščina,AJDOVŠČINA,262.0,samostojna,2011,,362.0,305000.0
6344547,S.Primorska,Ajdovščina,Ajdovščina,AJDOVŠČINA,292.0,samostojna,1975,2014,1356.0,250000.0
6355154,S.Primorska,Ajdovščina,Ajdovščina,AJDOVŠČINA,360.0,dvostanovanjska,1878,2003,,150000.0
6372448,S.Primorska,Ajdovščina,Ajdovščina,AJDOVŠČINA,369.0,samostojna,1983,,1151.0,418000.0
6240162,S.Primorska,Ajdovščina,Ajdovščina,"AJDOVŠČINA, CENTER",90.0,vrstna,1975,2008,85.0,142500.0
6372469,S.Primorska,Ajdovščina,Ajdovščina,"AJDOVŠČINA, ŠTURJE",369.8,samostojna,1983,2008,1151.0,418000.0
6250673,Gorenjska,Kranj,Cerklje na Gorenjskem,AMBROŽ POD KRVAVCEM,140.0,samostojna,2013,,570.0,170000.0
6372560,Gorenjska,Kranj,Cerklje na Gorenjskem,AMBROŽ POD KRVAVCEM,142.0,samostojna,1983,,1012.0,269000.0
6319513,Podravska,Lenart,Cerkvenjak,ANDRENCI,91.1,samostojna,1995,,1203.0,95000.0
6371623,Podravska,Lenart,Cerkvenjak,ANDRENCI,6611.0,samostojna,1907,,,19900.0
6342085,J. Primorska,Koper,Ankaran,ANKARAN,140.5,vrstna,2001,,180.67,495000.0
5980804,J. Primorska,Koper,Ankaran,ANKARAN,150.0,vrstna,2012,,522.0,165000.0
6188847,J. Primorska,Koper,Ankaran,ANKARAN,205.0,vrstna,1990,,150.0,330000.0
6366093,J. Primorska,Koper,Ankaran,ANKARAN,207.6,dvostanovanjska,1990,,515.0,590000.0
6366422,J. Primorska,Koper,Ankaran,"ANKARAN, DOLGE NJIVE",230.0,dvojček,2020,,563.0,320000.0
5385687,J. Primorska,Koper,Ankaran,"ANKARAN, HRVATINI",210.0,dvojček,1990,,272.0,240000.0
6168481,J. Primorska,Koper,Ankaran,"ANKARAN, VILA OBDANA Z ZELENJEM",250.0,samostojna,1913,2000,400.0,650000.0
6369494,Pomurska,Gornja Radgona,Apače,APAČE,740.0,samostojna,1850,,2782.0,220000.0
6254256,Pomurska,Gornja Radgona,Apače,"APAČE, ŽEPOVCI OB LOKALNI CESTI",300.0,samostojna,1980,2011,575.0,110000.0
6130383,Posavska,Sevnica,Sevnica,APNENIK PRI BOŠTANJU,30.0,samostojna,1890,,6740.0,15000.0
6374426,Gorenjska,Kranj,Cerklje na Gorenjskem,APNO,120.0,samostojna,1978,,2185.0,200000.0
6329094,Gorenjska,Kranj,Cerklje na Gorenjskem,APNO,155.0,samostojna,1978,,11598.0,590000.0
6370241,Gorenjska,Kranj,Cerklje na Gorenjskem,APNO,245.28,samostojna,2009,,451.0,220000.0
6373348,Gorenjska,Kranj,Cerklje na Gorenjskem,APNO,245.28,samostojna,2016,,451.0,220000.0
6371403,Savinjska,Celje,Vojnik,"ARCLIN, ŠKOFJA VAS",133.7,samostojna,1963,,973.0,136000.0
6365286,Savinjska,Celje,Vojnik,"ARCLIN, VOJNIK",126.0,samostojna,2020,,603.0,165000.0
6344347,Posavska,Krško,Krško,ARDRO PRI RAKI,79.0,samostojna,1952,,1633.0,44000.0
6304818,Posavska,Krško,Krško,ARDRO PRI RAKI,138.0,samostojna,1958,,1910.0,73000.0
6372923,Savinjska,Žalec,Žalec,"ARJA VAS, CELJE, ŽALEC",140.0,samostojna,1800,,7693.0,105000.0
6364739,Posavska,Krško,Krško,"ARMEŠKO, LOKACIJA OB LOKALNI CESTI",518.2,samostojna,1973,2005,2874.0,140000.0
6372044,Posavska,Brežice,Brežice,ARNOVO SELO,270.0,samostojna,1986,2010,11751.0,105000.0
6359085,Posavska,Brežice,Brežice,ARTIČE,31.5,samostojna,1876,,9765.0,65000.0
6243439,Posavska,Brežice,Brežice,ARTIČE,83.1,samostojna,1958,2016,1122.0,65000.0
6344787,Posavska,Brežice,Brežice,ARTIČE,340.0,samostojna,1981,,2000.0,280000.0
6259561,Posavska,Brežice,Brežice,"ARTIČE, CENTER, PRI OŠ",300.0,samostojna,1900,2011,700.0,110000.0
5963334,J. Primorska,Sežana,Hrpelje - Kozina,"ARTVIŽE, NA SLEMENU",150.0,samostojna,1990,,614.0,89000.0
6240289,J. Primorska,Sežana,Sežana,"AVBER, ŠTORJE OKOLICA",105.0,vrstna,1895,,137.0,49000.0
6103153,S.Primorska,Nova Gorica,Kanal ob Soči,AVČE,116.6,samostojna,2000,,72.0,60000.0
6147371,S.Primorska,Nova Gorica,Kanal ob Soči,AVČE,222.0,samostojna,2000,,561.0,85000.0
6266458,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,BABNA GORA,54.3,samostojna,1998,,1898.0,49000.0
6323822,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,BABNA GORA,270.0,samostojna,1985,,80985.0,350000.0
6347835,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Dobrova - Polhov Gradec,"BABNA GORA, 10 KM DO AC, LJ",190.0,dvojček,2020,,250.0,159000.0
6341795,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Dobrova - Polhov Gradec,"BABNA GORA, 10 KM DO AC, LJ.",190.0,dvojček,2020,,250.0,158840.0
6371086,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Dobrova - Polhov Gradec,"BABNA GORA, 10 KM DO LJ.",190.0,dvojček,2020,,250.0,159000.0
6096659,Notranjska,Cerknica,Loška Dolina,BABNO POLJE,220.0,samostojna,1997,,2660.0,45000.0
6342914,Notranjska,Ilirska Bistrica,Ilirska Bistrica,BAČ,112.8,vrstna,1790,1924,,30000.0
6340456,J. Primorska,Sežana,Hrpelje - Kozina,BAČ PRI MATERIJI,341.0,dvojček,2001,,620.0,315000.0
6267002,Pomurska,Murska Sobota,Murska Sobota,BAKOVCI,263.3,samostojna,1964,2010,3443.0,240000.0
6350150,S.Primorska,Nova Gorica,Nova Gorica,"BANJŠICE, ZASELEK PODLEŠČE",108.0,samostojna,1920,1999,89.0,59900.0
6362767,Gorenjska,Kranj,Preddvor,BAŠELJ,120.0,samostojna,1960,2015,1547.0,139000.0
6372556,Gorenjska,Kranj,Preddvor,BAŠELJ,143.9,samostojna,2011,,669.0,299000.0
6364453,Gorenjska,Kranj,Preddvor,BAŠELJ,205.4,samostojna,1970,,952.0,238000.0
6275057,Gorenjska,Kranj,Preddvor,BAŠELJ,210.0,samostojna,2019,,700.0,225000.0
6368727,Gorenjska,Radovljica,Radovljica,BEGUNJE NA GORENJSKEM,345.7,dvostanovanjska,1820,1985,1227.0,185000.0
6345209,Dolenjska,Novo mesto,Šmarješke Toplice,BELA CERKEV,51.0,samostojna,1943,,7786.0,160000.0
6325931,Podravska,Ptuj,Videm,BELAVŠEK,68.0,samostojna,1920,,6570.0,25000.0
6154949,Gorenjska,Jesenice,Kranjska Gora,BELCA,100.0,samostojna,1940,,1490.0,149000.0
6343261,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,BELI POTOK PRI LEMBERGU,141.0,samostojna,1981,1995,2577.0,56000.0
6354493,Podravska,Ptuj,Zavrč,BELSKI VRH,79.7,samostojna,1993,,4046.0,66000.0
6095563,Podravska,Ptuj,Zavrč,"BELSKI VRH, HALOZE",50.0,samostojna,1870,,5036.0,23000.0
6318848,Pomurska,Murska Sobota,Beltinci,BELTINCI,55.0,samostojna,1964,,631.0,34900.0
6367903,Pomurska,Murska Sobota,Beltinci,BELTINCI,124.7,samostojna,1971,2015,1274.0,89000.0
6366465,Pomurska,Murska Sobota,Beltinci,BELTINCI,240.0,samostojna,1960,1991,700.0,59900.0
6058656,Pomurska,Murska Sobota,Beltinci,BELTINCI,481.6,samostojna,2000,,1431.0,200000.0
6315439,Pomurska,Murska Sobota,Beltinci,"BELTINCI, CENTER",144.0,samostojna,1950,,2000.0,40000.0
6371626,Podravska,Lenart,Benedikt,BENEDIKT,94.49,dvojček,2020,,301.0,105400.0
6371644,Podravska,Lenart,Benedikt,BENEDIKT,107.05,atrijska,2020,,600.0,155900.0
6371585,Podravska,Lenart,Benedikt,BENEDIKT,110.05,dvojček,2020,,350.0,145900.0
6371440,Podravska,Lenart,Benedikt,BENEDIKT,111.9,dvojček,2021,,473.0,129900.0
6371441,Podravska,Lenart,Benedikt,BENEDIKT,111.9,dvojček,2021,,465.0,129900.0
6371646,Podravska,Lenart,Benedikt,BENEDIKT,115.38,atrijska,2020,,600.0,157900.0
6371645,Podravska,Lenart,Benedikt,BENEDIKT,117.64,atrijska,2020,,600.0,159900.0
6358416,Podravska,Lenart,Benedikt,BENEDIKT,125.0,samostojna,2018,,570.0,63550.0
6371647,Podravska,Lenart,Benedikt,BENEDIKT,138.81,samostojna,2020,,600.0,159900.0
6371567,Podravska,Lenart,Benedikt,BENEDIKT,146.27,samostojna,2020,,600.0,169000.0
6371552,Podravska,Lenart,Benedikt,BENEDIKT,582.3,vrstna,1977,2002,2158.0,316000.0
6201999,Dolenjska,Metlika,Metlika,"BEREČA VAS, SUHOR",76.4,samostojna,1975,2017,2784.0,70000.0
6372875,J. Primorska,Koper,Koper,BERTOKI,66.0,vrstna,2009,,259.0,212000.0
6290506,J. Primorska,Koper,Koper,BERTOKI,126.3,vrstna,2009,,359.0,380000.0
6114321,J. Primorska,Koper,Koper,BERTOKI,304.0,samostojna,2006,,832.0,450000.0
6358974,LJ-okolica,Vrhnika,Vrhnika,BEVKE,195.5,samostojna,1994,,701.0,350000.0
6371369,Podravska,Ruše,Ruše,BEZENA,244.9,samostojna,1934,2015,94183.99,250000.0
6097153,S.Primorska,Nova Gorica,Brda,BILJANA,89.2,hiša,1920,,98.0,32000.0
6038744,S.Primorska,Nova Gorica,Miren - Kostanjevica,BILJE,279.3,vrstna,2005,,727.0,155000.0
6269570,S.Primorska,Nova Gorica,Miren - Kostanjevica,BILJE,316.0,hiša,1995,,489.0,240000.0
6360973,Gorenjska,Kranj,Naklo,BISTRICA,300.0,samostojna,1700,1961,569.0,150000.0
6353334,Podravska,Ruše,Ruše,BISTRICA OB DRAVI,192.0,samostojna,1954,,918.0,105000.0
6368801,Podravska,Ruše,Ruše,BISTRICA OB DRAVI,429.0,samostojna,1985,2004,1465.0,152000.0
6368037,Podravska,Ruše,Ruše,BISTRICA OB DRAVI,459.0,samostojna,1902,1972,4792.0,180000.0
6372873,Podravska,Ruše,Ruše,"BISTRICA OB DRAVI, SLOVENIJA",187.9,samostojna,1800,2000,,159000.0
6264914,Savinjska,Šmarje pri Jelšah,Bistrica ob Sotli,BISTRICA OB SOTLI,70.0,samostojna,1920,2004,497.0,43900.0
6322098,Savinjska,Šmarje pri Jelšah,Bistrica ob Sotli,BISTRICA OB SOTLI,240.0,samostojna,1990,2001,680.0,143000.0
6098772,Savinjska,Šmarje pri Jelšah,Bistrica ob Sotli,BISTRICA OB SOTLI,326.0,samostojna,1990,,1128.0,125000.0
6367653,Savinjska,Šmarje pri Jelšah,Bistrica ob Sotli,"BISTRICA OB SOTLI, KRIŽAN VRH, MIRNA LOKACIJA",74.4,samostojna,1878,,15268.0,43000.0
6315846,Gorenjska,Tržič,Tržič,BISTRICA PRI TRŽIČU,189.4,samostojna,1965,1985,1092.0,210000.0
6234096,LJ-okolica,Kamnik,Kamnik,"BISTRIČICA, OBDANA Z NARAVO, LE 25KM OD LJ.",145.6,samostojna,2006,,655.0,299000.0
6216810,Podravska,Ptuj,Trnovska vas,BIŠ,184.0,samostojna,1980,2013,6084.0,159000.0
6318212,Dolenjska,Novo mesto,Mirna Peč,BIŠKA VAS,60.0,samostojna,1939,1997,7704.0,63000.0
6369897,Posavska,Brežice,Brežice,BIZELJSKO,90.0,samostojna,1930,2010,2429.0,30000.0
6342692,Posavska,Brežice,Brežice,BIZELJSKO,175.2,samostojna,1922,,717.0,36000.0
6353492,Posavska,Brežice,Brežice,BIZELJSKO,233.67,samostojna,1986,2017,1370.0,110000.0
6346263,Posavska,Brežice,Brežice,BIZELJSKO,336.0,samostojna,2006,,16496.0,389000.0
6350965,Posavska,Brežice,Brežice,BIZELJSKO,336.0,samostojna,2006,,16496.0,389000.0
6343936,Posavska,Brežice,Brežice,BIZELJSKO,400.0,samostojna,2006,,16496.0,389000.0
6258192,Posavska,Brežice,Brežice,"BIZELJSKO, 300 M OD ŠOLE",187.0,samostojna,2002,2018,14202.0,185000.0
6311609,Posavska,Brežice,Brežice,"BIZELJSKO, NOVA VAS OB SOTLI",122.0,samostojna,1964,2020,2364.0,107500.0
6284106,Posavska,Brežice,Brežice,"BIZELJSKO, VITNA VAS",150.0,samostojna,1994,,935.0,66500.0
6048703,LJ-mesto,Lj. Moste-Polje,Ljubljana,BIZOVIK,170.0,vrstna,2007,,116.0,350000.0
6372484,LJ-mesto,Lj. Moste-Polje,Ljubljana,BIZOVIK,196.2,dvojček,1970,,,315000.0
6366674,LJ-mesto,Lj. Moste-Polje,Ljubljana,BIZOVIK,196.5,samostojna,2009,2016,,429000.0
6300132,LJ-mesto,Lj. Moste-Polje,Ljubljana,BIZOVIK,270.0,samostojna,1995,,1209.0,495000.0
6359147,LJ-mesto,Lj. Moste-Polje,Ljubljana,BIZOVIK,270.0,samostojna,1995,,1208.0,495000.0
6358981,LJ-mesto,Lj. Moste-Polje,Ljubljana,BIZOVIK,275.0,samostojna,1995,,1209.0,495000.0
6302435,LJ-mesto,Lj. Moste-Polje,Ljubljana,BIZOVIK,338.0,samostojna,1995,,1209.0,495000.0
6284498,LJ-okolica,Domžale,Lukovica,BLAGOVICA,213.6,samostojna,1980,2012,4587.0,1250000.0
6329568,LJ-okolica,Domžale,Lukovica,BLAGOVICA,546.5,samostojna,1980,2012,4770.0,980000.0
6149366,LJ-okolica,Domžale,Lukovica,"BLAGOVICA, 15 MINUT IZ LJ.",220.0,samostojna,1980,,4000.0,1250000.0
6278093,Posavska,Sevnica,Sevnica,BLANCA,180.0,samostojna,1976,2018,3658.0,185000.0
6360492,LJ-okolica,Vrhnika,Vrhnika,BLATNA BREZOVICA,120.0,dvojček,2009,,307.5,138000.0
6302976,LJ-okolica,Vrhnika,Vrhnika,BLATNA BREZOVICA,220.0,samostojna,2019,,432.0,217905.0
6307685,LJ-okolica,Vrhnika,Vrhnika,BLATNA BREZOVICA,220.0,dvojček,2019,,432.0,217905.0
6226747,LJ-okolica,Vrhnika,Vrhnika,BLATNA BREZOVICA,276.0,samostojna,2000,,948.0,330000.0
6295294,Posavska,Brežice,Brežice,BLATNO,41.0,samostojna,1890,,16697.0,27000.0
6364330,Posavska,Brežice,Brežice,BLATNO,36587.0,samostojna,1902,2019,117.9,98000.0
6362114,Savinjska,Slovenske Konjice,Slovenske Konjice,"BLATO, POD GORO SLOVENSKE KONJICE",528.0,hiša,1900,2009,1181.0,209000.0
6364667,Gorenjska,Radovljica,Bled,BLED,95.0,samostojna,1900,2004,283.0,320000.0
6206334,Gorenjska,Radovljica,Bled,BLED,146.0,samostojna,1936,,644.0,295000.0
6279989,Gorenjska,Radovljica,Bled,BLED,167.2,samostojna,1889,2018,1360.0,560000.0
6353974,Gorenjska,Radovljica,Bled,BLED,193.2,samostojna,1937,2003,563.0,530000.0
6367811,Gorenjska,Radovljica,Bled,BLED,200.0,samostojna,1963,2020,968.0,443000.0
6374231,Gorenjska,Radovljica,Bled,BLED,200.0,samostojna,1963,2020,968.0,443000.0
6340655,Gorenjska,Radovljica,Bled,BLED,245.0,dvojček,1982,,387.0,267000.0
6336577,Gorenjska,Radovljica,Bled,BLED,252.0,samostojna,1950,,935.0,400000.0
6316543,Gorenjska,Radovljica,Bled,BLED,296.0,vrstna,1956,2005,,230000.0
6351619,Gorenjska,Radovljica,Bled,BLED,300.0,samostojna,1978,2010,957.0,495000.0
6297888,Gorenjska,Radovljica,Bled,BLED,305.0,dvojček,1970,,412.0,396000.0
6281173,Gorenjska,Radovljica,Bled,BLED,428.0,samostojna,1850,1950,1022.0,490000.0
6241956,Gorenjska,Radovljica,Bled,BLED,514.0,samostojna,2009,2016,1806.0,3800000.0
6286370,Gorenjska,Radovljica,Bled,BLED,514.0,samostojna,2009,2016,1806.0,3800000.0
6296448,Gorenjska,Radovljica,Bled,BLED,626.2,hiša,2019,,1501.0,2200000.0
6221542,Gorenjska,Radovljica,Bled,BLED,824.0,samostojna,2007,,2600.0,1950000.0
6341191,Gorenjska,Radovljica,Bled,"BLED, 2 MINUTE OD JEZERSKE PROMENADE",114.0,samostojna,1855,1987,332.0,478000.0
6158740,Gorenjska,Radovljica,Bled,"BLED, 400 M OD JEZERA",310.4,samostojna,1904,1987,1268.0,850000.0
6272051,Gorenjska,Radovljica,Bled,"BLED, BLIŽINA CENTRA",245.0,vrstna,1980,,378.0,269000.0
6278887,Gorenjska,Radovljica,Bled,"BLED, BLIŽNJA OKOLICA",250.0,samostojna,1357,1981,443.0,298000.0
6329453,Gorenjska,Radovljica,Bled,"BLED, CENTER",221.0,samostojna,1907,2005,300.0,330000.0
6201264,Gorenjska,Radovljica,Bled,"BLED, CENTER STARO VAŠKO JEDRO",680.0,samostojna,1700,,18599.0,2800000.0
6358284,Gorenjska,Radovljica,Bled,"BLED, MLINSKA CESTA",157.4,samostojna,1910,2006,427.0,360000.0
6157879,Gorenjska,Radovljica,Bled,"BLED, NA JASI",118.3,samostojna,1973,,460.0,295000.0
6106446,Gorenjska,Radovljica,Bled,"BLED, OB JEZERU",444.0,samostojna,1920,,1115.0,1300000.0
6255408,Gorenjska,Radovljica,Bled,"BLED, OKOLICA",258.0,samostojna,1912,1993,912.0,350000.0
6235129,Gorenjska,Radovljica,Bled,"BLED, OKOLICA",440.0,samostojna,2003,,892.0,390000.0
6226168,Gorenjska,Radovljica,Bled,"BLED, PREŠERNOVA CESTA",133.2,samostojna,1904,2016,529.0,900000.0
6285702,Gorenjska,Radovljica,Bled,"BLED, REČICA PRI BLEDU",107.0,samostojna,1955,,1150.0,230000.0
6302964,Gorenjska,Radovljica,Bled,"BLED, TRIGLAVSKA CESTA",131.0,samostojna,1700,,424.0,195000.0
6312296,Gorenjska,Radovljica,Bled,"BLED, V BLIŽINI BLEJSKEGA JEZERA 150M",200.0,samostojna,1605,1996,782.0,750000.0
6316545,Gorenjska,Radovljica,Bled,"BLED, VRSTNA HIŠA Z VRTOM",296.0,vrstna,1956,2005,,230000.0
6275585,Gorenjska,Radovljica,Bled,"BLED, ZASIP",182.0,samostojna,2000,,659.0,360000.0
6370472,Gorenjska,Radovljica,Bled,"BLED, ZGORNJE GORJE",270.0,samostojna,1981,,1174.0,355000.0
6368301,Gorenjska,Jesenice,Jesenice,BLEJSKA DOBRAVA,184.3,samostojna,1981,,1269.0,239000.0
6357830,Notranjska,Cerknica,Cerknica,BLOŠKA POLICA,78.0,samostojna,1850,1955,1320.0,49000.0
6362693,Gorenjska,Kranj,Kranj,BOBOVEK,202.0,samostojna,2019,,356.0,495000.0
6328062,J. Primorska,Koper,Koper,"BOČAJI, TRUŠKE",111.1,vrstna,1950,,,160000.0
6369983,Savinjska,Mozirje,Gornji Grad,BOČNA,140.0,samostojna,1960,,364.0,33000.0
6320464,Savinjska,Mozirje,Gornji Grad,BOČNA,258.0,dvostanovanjska,1964,1990,400.0,150000.0
6353002,Savinjska,Mozirje,Gornji Grad,"BOČNA, V GRUČASTEM DELU VASI",150.0,samostojna,1960,,700.0,55000.0
6304174,Pomurska,Ljutomer,Ljutomer,BODISLAVCI,160.0,samostojna,1984,,3500.0,55000.0
6104474,Pomurska,Murska Sobota,Puconci,BODONCI,105.2,samostojna,1975,,11081.0,50000.0
6255215,Pomurska,Murska Sobota,Puconci,BODONCI,186.0,samostojna,1975,,1656.0,50000.0
6204010,S.Primorska,Nova Gorica,Kanal ob Soči,BODREŽ,360.0,hiša,1978,,89833.0,170000.0
6141384,J. Primorska,Sežana,Sežana,"BOGO, ŠTJAK OKOLICA",145.0,vrstna,1970,,548.0,64900.0
6204201,Pomurska,Murska Sobota,Moravske Toplice,BOGOJINA,87.1,samostojna,1980,2008,1966.0,59900.0
6230695,Gorenjska,Radovljica,Bled,BOHINJSKA BELA,144.1,samostojna,1938,,950.0,181000.0
6370163,Gorenjska,Radovljica,Bled,"BOHINJSKA BELA, BLIZU BLEDA",144.1,samostojna,1938,,950.0,181000.0
6352556,Gorenjska,Radovljica,Bled,"BOHINJSKA BELA, OBROBJE VASI",340.0,samostojna,1970,1996,934.0,329000.0
6203700,Gorenjska,Radovljica,Bohinj,BOHINJSKA BISTRICA,75.0,samostojna,1967,,774.0,350000.0
6362743,Gorenjska,Radovljica,Bohinj,BOHINJSKA BISTRICA,300.0,samostojna,1968,2001,550.0,450000.0
6339629,Gorenjska,Radovljica,Bohinj,"BOHINJSKA BISTRICA, DOBRAVA",100.0,samostojna,1950,2018,2693.0,340000.0
6370271,Gorenjska,Radovljica,Bohinj,"BOHINJSKA BISTRICA, S POGLEDOM NA SMUČIŠČE",300.0,dvostanovanjska,1968,2005,550.0,450000.0
6368654,Gorenjska,Radovljica,Bohinj,BOHINJSKA ČEŠNJICA,500.0,dvostanovanjska,2006,,1523.0,645000.0
6308698,Dolenjska,Metlika,Metlika,BOJANJA VAS,216.9,samostojna,1999,,13961.0,69000.0
6321997,J. Primorska,Koper,Koper,BONINI,109.9,samostojna,1930,,1042.0,215000.0
6080369,J. Primorska,Koper,Koper,BONINI,282.3,samostojna,1980,2011,1307.0,550000.0
6326494,J. Primorska,Koper,Koper,"BONINI, LE 5 KM DO KOPRA",110.0,dvojček,1930,,1147.0,210500.0
6356645,Zasavska,Zagorje ob Savi,Zagorje ob Savi,BORJE,83.0,samostojna,1986,,1675.0,99000.0
6229809,Podravska,Ptuj,Markovci,BOROVCI,93.0,samostojna,1920,,5609.0,59000.0
6348544,Podravska,Ptuj,Markovci,BOROVCI,93.0,hiša,1920,,5609.0,59000.0
6302872,LJ-okolica,Vrhnika,Borovnica,BOROVNICA,111.0,samostojna,1985,,199.0,120000.0
6358794,LJ-okolica,Vrhnika,Borovnica,BOROVNICA,200.0,samostojna,1947,2010,468.0,160000.0
6366254,LJ-okolica,Vrhnika,Borovnica,BOROVNICA,200.0,samostojna,1947,,560.0,160000.0
6354815,J. Primorska,Koper,Koper,BOŠAMARIN,304.0,samostojna,2000,2007,999.0,440000.0
6366580,J. Primorska,Koper,Koper,BOŠAMARIN,481.0,samostojna,2002,,8827.0,1900000.0
5419915,J. Primorska,Koper,Koper,BOŠAMARIN,544.0,samostojna,2010,,1815.0,1450000.0
6363747,J. Primorska,Koper,Koper,"BOŠAMARIN, GRADIMO NASELJE BASSO MARIN",205.4,samostojna,2020,,434.0,465000.0
6293474,Posavska,Sevnica,Sevnica,BOŠTANJ,450.0,dvojček,1974,,,180000.0
6360567,S.Primorska,Tolmin,Bovec,BOVEC,98.0,samostojna,1900,1970,,80000.0
6185663,S.Primorska,Tolmin,Bovec,BOVEC,120.0,vrstna,1990,2007,67.0,99000.0
6016832,S.Primorska,Tolmin,Bovec,BOVEC,173.0,vrstna,1900,1992,96.0,175000.0
5831250,S.Primorska,Tolmin,Bovec,"BOVEC, LOG ČEZSOŠKI",280.0,hiša,1999,,822.0,220000.0
5987455,S.Primorska,Tolmin,Bovec,"BOVEC, PLUŽNA",150.0,vrstna,1991,2005,170.0,180000.0
6281273,Savinjska,Celje,Vojnik,BOVŠE,96.0,samostojna,1980,,703.0,90000.0
6345767,S.Primorska,Nova Gorica,Nova Gorica,BRANIK,123.5,vrstna,1946,1987,,79000.0
6318515,S.Primorska,Nova Gorica,Nova Gorica,BRANIK,220.0,samostojna,1979,,313.0,150000.0
6222102,S.Primorska,Nova Gorica,Nova Gorica,BRANIK,235.0,vrstna,1946,1990,710.0,85000.0
6365749,S.Primorska,Nova Gorica,Nova Gorica,BRANIK,235.0,dvostanovanjska,1994,,,98000.0
6125321,S.Primorska,Nova Gorica,Nova Gorica,BRANIK,241.87,samostojna,1950,1956,440.0,135000.0
5650463,S.Primorska,Nova Gorica,Nova Gorica,BRANIK,300.0,samostojna,1995,,1271.0,98000.0
6248079,Pomurska,Ljutomer,Ljutomer,BRANOSLAVCI,220.0,samostojna,2007,,1486.0,250000.0
6154890,Savinjska,Žalec,Braslovče,BRASLOVČE,300.0,samostojna,1727,2014,151.0,150000.0
6318013,Savinjska,Žalec,Braslovče,BRASLOVČE,1000.0,samostojna,2009,,1685.0,3400000.0
6327878,Savinjska,Žalec,Braslovče,"BRASLOVČE, PODVRH, OB BRASLOVŠKEM JEZERU",206.4,samostojna,1997,2018,2457.0,140000.0
6321614,Notranjska,Ilirska Bistrica,Ilirska Bistrica,BRCE,110.0,samostojna,1947,2008,1900.0,69000.0
6268101,Zasavska,Hrastnik,Hrastnik,BRDCE,115.0,samostojna,1950,,218.0,34000.0
6367476,Zasavska,Hrastnik,Hrastnik,BRDCE,334.0,samostojna,1980,,1710.0,145000.0
6361430,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,BRDO,194.6,dvojček,2006,,120.0,575000.0
6356198,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,BRDO,200.0,samostojna,2020,,700.0,388000.0
6374374,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,BRDO,208.0,samostojna,1951,2004,398.0,319000.0
6319324,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,BRDO,350.0,samostojna,1975,,764.0,420000.0
6341055,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,"BRDO, BRDNIKOVA ULICA",194.6,dvojček,2010,,120.0,575000.0
6368230,Savinjska,Mozirje,Nazarje,"BRDO, ŠMARTNO OB DRETI",170.0,samostojna,2010,,20000.0,950000.0
6370165,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,"BRDO, ZAČETEK NASELJA CESTA NA BLIŽINA ROŽNE DOLINE.",568.0,samostojna,1960,2016,1348.0,1290000.0
6306438,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,"BRECLJEVO, 30A",270.0,dvostanovanjska,1989,,1000.0,129000.0
6223262,Koroška,Ravne na Koroškem,Mežica,BREG,304.1,samostojna,1984,,374.0,120000.0
6348719,Gorenjska,Kranj,Preddvor,"BREG OB KOKRI, PREDDVOR",196.0,samostojna,2019,,843.0,199000.0
6279896,Dolenjska,Kočevje,Kočevje,BREG PRI KOČEVJU,156.7,dvostanovanjska,1991,2004,942.0,170000.0
6252158,LJ-okolica,Kamnik,Komenda,BREG PRI KOMENDI,550.0,samostojna,1996,,963.0,320000.0
6059570,Savinjska,Žalec,Polzela,BREG PRI POLZELI,230.0,samostojna,1997,2008,732.0,280000.0
6368369,Savinjska,Žalec,Polzela,BREG PRI POLZELI,279.4,samostojna,2020,,615.0,340000.0
6247617,Savinjska,Žalec,Polzela,"BREG PRI POLZELI, ODLIČNA IN ZELENA LOKACIJA",150.0,samostojna,2007,,1080.0,423000.0
6368848,LJ-okolica,Grosuplje,Ivančna Gorica,"BREG PRI TEMENICI, 25 MINUT IZ LJ.",179.0,samostojna,1970,,2324.0,159000.0
6372060,Posavska,Krško,Krško,BREGE,180.0,samostojna,1950,2018,890.0,75000.0
6301715,S.Primorska,Tolmin,Kobarid,BREGINJ,107.0,samostojna,1976,,586.0,95000.0
