id,regija,upravna_enota,obcina,kraj,povrsina,vrsta_hise,leto,adaptirana,zemljisce,cena
6349387,LJ-okolica,Grosuplje,Ivančna Gorica,KAMNI VRH PRI AMBRUSU,202.0,samostojna,2009,,1500.0,199000.0
6264450,Podravska,Maribor,Maribor,KAMNICA,240.4,samostojna,1990,,656.0,179000.0
6347192,LJ-okolica,Kamnik,Kamnik,KAMNIK,51.3,vrstna,1951,2003,57.0,150000.0
6322147,LJ-okolica,Kamnik,Kamnik,KAMNIK,60.0,dvostanovanjska,1938,,954.0,141000.0
6366684,LJ-okolica,Kamnik,Kamnik,KAMNIK,86.3,vrstna,1951,2012,57.0,150000.0
6366202,LJ-okolica,Kamnik,Kamnik,KAMNIK,148.05,dvojček,2021,,538.5,179000.0
6366203,LJ-okolica,Kamnik,Kamnik,KAMNIK,148.05,dvojček,2021,,608.5,179000.0
6354479,LJ-okolica,Kamnik,Kamnik,KAMNIK,159.0,samostojna,1929,2010,525.0,190000.0
6356680,LJ-okolica,Kamnik,Kamnik,KAMNIK,181.4,dvojček,2011,,,420000.0
6311478,LJ-okolica,Kamnik,Kamnik,KAMNIK,280.0,samostojna,1979,,1985.0,460000.0
6368864,LJ-okolica,Kamnik,Kamnik,KAMNIK,370.0,samostojna,2000,,2302.0,369000.0
6373720,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,KAMNIK POD KRIMOM,122.5,samostojna,2018,,469.0,166000.0
6328396,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,KAMNIK POD KRIMOM,150.0,dvojček,1920,,373.0,115000.0
6363580,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,KAMNIK POD KRIMOM,162.8,samostojna,1860,,841.0,120000.0
6316220,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,"KAMNIK POD KRIMOM, STARA KMEČKA HIŠA Z GOSPODARSKIM POSLOPJEM",560.0,samostojna,1872,,1184.0,220000.0
6242225,LJ-okolica,Kamnik,Kamnik,"KAMNIK, BLIŽNJA OKOLICA KAMNIKA",369.0,samostojna,1980,2006,1027.0,398000.0
6068695,LJ-okolica,Kamnik,Kamnik,"KAMNIK, CENTER",350.0,samostojna,1990,,317.0,280900.0
6337366,LJ-okolica,Kamnik,Kamnik,"KAMNIK, CENTER MEDVEDOVA",217.0,vrstna,2007,,100.0,159000.0
6332592,LJ-okolica,Kamnik,Kamnik,"KAMNIK, DOM KULTURE",160.0,samostojna,1929,2010,525.0,190000.0
6298659,LJ-okolica,Kamnik,Kamnik,"KAMNIK, GODIČ",144.0,samostojna,2000,,340.0,207000.0
6342180,LJ-okolica,Kamnik,Kamnik,"KAMNIK, KAMNIŠKA BISTRICA",336.0,samostojna,1956,2009,2226.0,770000.0
6346840,LJ-okolica,Kamnik,Kamnik,"KAMNIK, KAMNIŠKA BISTRICA",336.0,samostojna,1956,2009,2226.0,770000.0
6327183,LJ-okolica,Kamnik,Kamnik,"KAMNIK, LJUBLJANSKA CESTA",108.4,samostojna,1995,,,184000.0
6007111,LJ-okolica,Kamnik,Kamnik,"KAMNIK, MOTNIK",100.0,samostojna,1890,,1022.0,58000.0
6312892,LJ-okolica,Kamnik,Kamnik,"KAMNIK, OKOLICA",123.2,samostojna,2016,,1055.0,399998.0
6276183,LJ-okolica,Kamnik,Kamnik,"KAMNIK, VOLČJI POTOK, SOLASTNIŠKI DELEŽ",308.4,samostojna,1985,,1056.0,105000.0
6369157,LJ-okolica,Kamnik,Kamnik,"KAMNIK, ŽEJE PRI KOMENDI",140.3,samostojna,2008,,,170000.0
6354720,LJ-okolica,Kamnik,Kamnik,KAMNIŠKA BISTRICA,395.38,hiša,1956,2009,2226.0,699000.0
6118223,S.Primorska,Ajdovščina,Ajdovščina,"KAMNJE, VAŠKO JEDRO",130.0,vrstna,1750,1957,341.0,39000.0
6368142,J. Primorska,Koper,Koper,KAMPEL,176.1,vrstna,2013,,272.0,320000.0
6343882,J. Primorska,Koper,Koper,KAMPEL,200.0,samostojna,1880,1990,10696.0,600000.0
6369307,J. Primorska,Koper,Koper,KAMPEL,243.0,samostojna,1990,,10696.0,600000.0
6263030,S.Primorska,Nova Gorica,Kanal ob Soči,KANAL,108.0,vrstna,1921,,50.0,27000.0
5976054,S.Primorska,Nova Gorica,Kanal ob Soči,"KANAL, OB SOČI, STROGI CENTER",366.0,vrstna,2009,2018,187.0,300000.0
6204727,S.Primorska,Nova Gorica,Kanal ob Soči,"KANAL, SENIŠKI BREG",150.0,samostojna,1880,2011,3600.0,169000.0
6285383,S.Primorska,Idrija,Idrija,"KANJI DOL, STRMEC",296.9,samostojna,1920,2011,1528.0,280000.0
6104822,Posavska,Brežice,Brežice,KAPELE,434.0,samostojna,2000,,14149.0,142000.0
5872249,Posavska,Brežice,Brežice,KAPELE,550.0,samostojna,2001,2011,14235.0,142000.0
6370072,Savinjska,Žalec,Žalec,KASAZE,280.0,samostojna,1982,2020,620.0,140000.0
6373676,Dolenjska,Črnomelj,Semič,KAŠČA,300.0,hiša,1980,,1300.0,95000.0
6363306,Savinjska,Velenje,Velenje,KAVČE,151.5,samostojna,1989,,1142.0,114000.0
6279801,Savinjska,Velenje,Velenje,KAVČE,180.0,samostojna,1996,,350.0,105000.0
6336595,Savinjska,Velenje,Velenje,KAVČE,206.0,samostojna,1985,2004,995.0,190000.0
6292044,Savinjska,Velenje,Velenje,KAVČE,270.0,samostojna,1995,2004,995.0,190000.0
6313086,Savinjska,Velenje,Velenje,KAVČE,280.0,dvostanovanjska,1980,,1180.0,118900.0
6317327,Podravska,Ptuj,Ptuj,KICAR,139.0,samostojna,1987,,967.0,139000.0
5962552,Podravska,Ptuj,Ptuj,"KICAR, Z BAZENOM",300.0,samostojna,1987,,967.0,140000.0
6363865,Podravska,Ptuj,Kidričevo,"KIDRIČEVO, HITRA FINALIZACIJA, LE NEKAJ MINUT DO AC",135.5,dvojček,2020,,363.0,180000.0
6347544,Notranjska,Ilirska Bistrica,Ilirska Bistrica,KILOVČE,160.0,dvojček,1946,,,38000.0
6357061,Zasavska,Zagorje ob Savi,Zagorje ob Savi,KISOVEC,332.2,samostojna,1960,2005,491.0,139000.0
6346309,Savinjska,Celje,Dobrna,"KLANC, DOBRNA",157.0,samostojna,1984,2013,2647.0,89000.0
6260909,J. Primorska,Sežana,Komen,KLANEC PRI KOMNU,110.0,samostojna,1800,,2259.0,178000.0
6342213,LJ-okolica,Lj. SV del (Bežigrad),Dol pri Ljubljani,KLEČE PRI DOLU,170.0,dvojček,2016,,254.0,199000.0
6317336,LJ-mesto,Lj. Bežigrad,Ljubljana,"KLEČE, HIŠA S KMETIJSKIMI OBJEKTI IN POVRŠINAMI",126.5,samostojna,1920,,1626.0,500000.0
6357062,Dolenjska,Novo mesto,Žužemberk,"KLEČET, V NASELJU, NADOMESTNA GRADNJA",100.0,samostojna,1948,,1099.0,153000.0
6371236,LJ-okolica,Lj. V del (Moste-Polje),Dol pri Ljubljani,KLOPCE,101.4,samostojna,1983,,648.0,192000.0
6364395,Notranjska,Ilirska Bistrica,Ilirska Bistrica,"KNEŽAK, ILIRSKA BISTRICA OKOLICA",105.0,samostojna,1904,2004,444.0,95000.0
6187635,Dolenjska,Črnomelj,Črnomelj,"KNEŽINA, 7",100.0,samostojna,1945,2003,1200.0,40000.0
6343765,S.Primorska,Tolmin,Kobarid,KOBARID,95.0,samostojna,1920,1965,1249.0,59000.0
6350034,S.Primorska,Tolmin,Kobarid,KOBARID,290.0,samostojna,1976,2009,379.0,400000.0
5614265,S.Primorska,Tolmin,Kobarid,KOBARID OKOLICA,125.0,samostojna,1880,,388.0,22000.0
6272406,J. Primorska,Sežana,Komen,KOBDILJ,712.0,samostojna,1800,1997,21237.0,1200000.0
6201539,J. Primorska,Sežana,Komen,"KOBDILJ, ŠTANJEL OKOLICA",167.0,samostojna,1910,1977,727.0,114900.0
6272023,Pomurska,Lendava,Kobilje,KOBILJE,208.0,samostojna,1975,,2529.0,49000.0
6322764,Savinjska,Slovenske Konjice,Slovenske Konjice,KOBLE,107.0,samostojna,2000,,2845.0,200000.0
6357441,Savinjska,Slovenske Konjice,Slovenske Konjice,KOBLE,107.0,samostojna,2000,,2845.0,200000.0
5964609,Posavska,Krško,Kostanjevica na Krki,KOČARIJA,199.0,hiša,1900,1945,4258.0,45000.0
6366533,Dolenjska,Kočevje,Kočevje,KOČARJI,149.0,dvojček,1964,,,160000.0
6372727,Dolenjska,Kočevje,Kočevje,KOČEVJE,220.0,samostojna,1975,,834.0,139000.0
6336370,Dolenjska,Kočevje,Kočevje,KOČEVJE,227.0,samostojna,1964,1985,2981.0,105000.0
6354842,Dolenjska,Kočevje,Kočevje,KOČEVJE,240.0,samostojna,1986,,1946.0,180000.0
5677623,Dolenjska,Kočevje,Kočevje,KOČEVJE,251.0,dvojček,1989,,820.0,155000.0
6239248,Dolenjska,Kočevje,Kočevje,KOČEVJE,264.4,samostojna,2011,,1075.0,250000.0
6306760,Dolenjska,Kočevje,Kočevje,KOČEVJE,275.0,samostojna,2006,2016,1031.0,219000.0
6268194,Dolenjska,Kočevje,Kočevje,KOČEVJE,365.7,samostojna,1990,,6703.0,195000.0
5546813,Dolenjska,Kočevje,Kočevje,"KOČEVJE, PRI UNIONU",146.0,samostojna,2009,,,185000.0
6332934,Dolenjska,Kočevje,Kočevje,"KOČEVJE, TRATA",134.0,samostojna,1967,,707.0,90000.0
6240900,Dolenjska,Kočevje,Kočevje,"KOČEVJE, TRATA",220.0,samostojna,1971,,572.0,97000.0
6304720,Dolenjska,Kočevje,Kočevje,"KOČEVJE, ŽELJNE",96.0,samostojna,1967,,917.0,40000.0
6356392,Dolenjska,Kočevje,Kočevje,KOČEVSKA REKA,130.0,samostojna,1890,,,170000.0
6059635,Dolenjska,Kočevje,Kočevje,KOČEVSKA REKA,300.0,samostojna,1900,2015,4745.0,275000.0
6283523,Dolenjska,Kočevje,Kočevje,"KOČEVSKA REKA, GORNJA BRIGA",152.0,samostojna,1992,2003,2000.0,120000.0
6359377,LJ-mesto,Lj. Moste-Polje,Ljubljana,KODELJEVO,93.0,dvostanovanjska,1925,1995,112.0,299000.0
6342518,LJ-mesto,Lj. Moste-Polje,Ljubljana,KODELJEVO,109.0,dvojček,1926,,,289000.0
6347204,LJ-mesto,Lj. Moste-Polje,Ljubljana,KODELJEVO,115.0,dvojček,1926,,,290000.0
6357034,LJ-mesto,Lj. Moste-Polje,Ljubljana,KODELJEVO,115.0,dvojček,1926,,,290000.0
6366375,LJ-mesto,Lj. Moste-Polje,Ljubljana,KODELJEVO,245.5,samostojna,1970,,391.0,435000.0
6298284,LJ-mesto,Lj. Moste-Polje,Ljubljana,KODELJEVO,342.0,samostojna,2009,,353.0,750000.0
6266569,J. Primorska,Sežana,Komen,KODRETI,682.0,samostojna,2011,,1030.0,490000.0
6283566,Podravska,Ormož,Ormož,KOG,173.0,samostojna,1900,2010,816.0,45000.0
6328885,Podravska,Ormož,Ormož,"KOG, BLIZU OŠ IN VRTCA",87.8,samostojna,1945,,598.0,30000.0
6309066,Podravska,Ormož,Ormož,"KOG, PRI ORMOŽU",86.9,samostojna,1800,1970,19620.0,47000.0
6277431,LJ-okolica,Domžale,Domžale,KOKOŠNJE,300.0,samostojna,2000,2016,731.0,369000.0
6371974,Gorenjska,Kranj,Kranj,KOKRICA,125.0,dvojček,2020,,259.0,259000.0
6362605,Gorenjska,Kranj,Kranj,KOKRICA,202.0,samostojna,2019,,356.0,495000.0
6114298,Gorenjska,Kranj,Kranj,"KOKRICA, KRANJ",500.0,samostojna,1989,,565.0,350000.0
6354133,LJ-okolica,Grosuplje,Dobrepolje,KOLENČA VAS,140.0,samostojna,2006,,,250000.0
6342698,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,KOLEZIJA,150.43,vrstna,2020,,158.0,619000.0
6342702,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,KOLEZIJA,150.46,vrstna,2020,,154.1,649000.0
6348023,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,KOLEZIJA,500.0,samostojna,1960,2003,840.0,1500000.0
6343338,LJ-okolica,Domžale,Domžale,KOLIČEVO,277.0,samostojna,1988,,819.0,370000.0
6367958,LJ-okolica,Domžale,Domžale,KOLIČEVO,277.0,samostojna,1988,,819.0,370000.0
6259744,LJ-okolica,Domžale,Domžale,KOLIČEVO,400.0,samostojna,1988,,819.0,370000.0
6328616,J. Primorska,Koper,Koper,KOLOMBAN,320.99,samostojna,1996,,2000.0,850000.0
6127580,J. Primorska,Koper,Koper,KOLOMBAN,390.0,samostojna,1989,2010,257.0,890000.0
6329125,J. Primorska,Koper,Koper,KOLOMBAN,414.2,samostojna,1992,,1900.0,850000.0
5291346,J. Primorska,Koper,Koper,"KOLOMBAN, ANKARAN OKOLICA",350.0,vrstna,1999,2006,300.0,820000.0
5841143,J. Primorska,Koper,Koper,"KOLOMBAN, ANKARAN OKOLICA",357.0,samostojna,2003,,1645.0,1250000.0
5757848,J. Primorska,Koper,Koper,"KOLOMBAN, VILA Z BAZENOM",328.0,samostojna,2004,,1624.0,1250000.0
6129969,Dolenjska,Črnomelj,Semič,KOMARNA VAS,133.0,samostojna,1995,,464.0,135000.0
6334046,J. Primorska,Sežana,Komen,KOMEN,99.6,vrstna,1946,,,65000.0
6342456,J. Primorska,Sežana,Komen,KOMEN,141.6,samostojna,1820,,,600000.0
6298049,J. Primorska,Sežana,Komen,KOMEN,177.0,samostojna,1815,1984,823.0,197000.0
6064097,J. Primorska,Sežana,Komen,KOMEN,188.0,samostojna,1850,2010,601.0,170000.0
6333628,J. Primorska,Sežana,Komen,KOMEN,231.96,samostojna,1900,2007,745.0,150000.0
6366316,J. Primorska,Sežana,Komen,KOMEN,237.0,vrstna,1935,2002,309.0,150000.0
6373547,J. Primorska,Sežana,Komen,KOMEN,263.0,samostojna,1947,2005,527.0,222000.0
6331034,J. Primorska,Sežana,Komen,KOMEN,270.0,samostojna,1890,2015,,320000.0
6345287,J. Primorska,Sežana,Komen,KOMEN,846.1,samostojna,2011,,4875.0,1290000.0
6105012,J. Primorska,Sežana,Komen,"KOMEN, CENTER VASI",24.6,samostojna,1945,,1994.0,98000.0
6325368,J. Primorska,Sežana,Komen,"KOMEN, OKOLICA",120.0,samostojna,1807,1995,279.0,75000.0
6291717,J. Primorska,Sežana,Komen,"KOMEN, OKOLICA",166.0,samostojna,2012,,727.0,165000.0
6263095,LJ-okolica,Kamnik,Komenda,KOMENDA,140.0,dvojček,2008,,315.0,170000.0
6363486,LJ-okolica,Kamnik,Komenda,KOMENDA,140.0,dvojček,2008,,244.0,189000.0
6175211,LJ-okolica,Kamnik,Komenda,KOMENDA,250.0,samostojna,1981,2012,443.0,299000.0
6238496,LJ-okolica,Kamnik,Komenda,KOMENDA,381.0,samostojna,1994,,1398.0,590000.0
6370357,LJ-okolica,Grosuplje,Dobrepolje,KOMPOLJE,251.1,samostojna,1988,,3568.0,229000.0
5886138,LJ-okolica,Litija,Litija,KONJŠICA - DEL,148.0,samostojna,1988,,1000.0,94500.0
6370713,J. Primorska,Koper,Koper,KOPER,147.6,samostojna,1970,,5681.0,345000.0
6296016,J. Primorska,Koper,Koper,KOPER,150.0,dvojček,2006,,3301.0,299000.0
5888302,J. Primorska,Koper,Koper,KOPER,158.0,vrstna,1900,,94.0,45000.0
6142200,J. Primorska,Koper,Koper,KOPER,177.0,dvojček,1999,,454.0,415000.0
5624058,J. Primorska,Koper,Koper,KOPER,190.0,vrstna,1900,,1000.0,160000.0
6358807,J. Primorska,Koper,Koper,KOPER,197.0,vrstna,2015,,96.0,248000.0
6358804,J. Primorska,Koper,Koper,KOPER,200.0,vrstna,2015,,242.0,268000.0
6009361,J. Primorska,Koper,Koper,KOPER,215.0,vrstna,1967,2014,320.0,360000.0
6092208,J. Primorska,Koper,Koper,KOPER,235.0,vrstna,2010,,339.0,800000.0
5741713,J. Primorska,Koper,Koper,KOPER,240.0,samostojna,1982,,1600.0,480000.0
5975217,J. Primorska,Koper,Koper,KOPER,250.0,samostojna,2011,,940.0,750000.0
6199323,J. Primorska,Koper,Koper,KOPER,300.0,samostojna,2017,,50700.0,255000.0
6342474,J. Primorska,Koper,Koper,KOPER,382.0,vrstna,2012,2017,293.0,880000.0
6238518,J. Primorska,Koper,Koper,KOPER,400.0,vrstna,2004,2010,,799000.0
6347039,J. Primorska,Koper,Koper,KOPER,422.1,dvostanovanjska,2012,,,880000.0
6244402,J. Primorska,Koper,Koper,KOPER,470.0,samostojna,2001,,1220.0,760000.0
5619826,J. Primorska,Koper,Koper,KOPER,500.0,samostojna,1990,,82500.0,800000.0
6015193,J. Primorska,Koper,Koper,"KOPER, BLIŽINA ŠOLE",215.0,vrstna,1967,1993,320.0,360000.0
6096870,J. Primorska,Koper,Koper,"KOPER, BONINI",282.2,samostojna,1989,2016,1307.0,550000.0
6314870,J. Primorska,Koper,Koper,"KOPER, CENTER",100.0,vrstna,1900,2016,,268000.0
6374394,J. Primorska,Koper,Koper,"KOPER, CENTER",195.0,vrstna,1930,2004,,275000.0
6347157,J. Primorska,Koper,Koper,"KOPER, CENTER",251.7,vrstna,1880,2005,,480000.0
6330454,J. Primorska,Koper,Koper,"KOPER, CENTER MESTA",120.0,vrstna,1900,2000,65.0,290000.0
5893441,J. Primorska,Koper,Koper,"KOPER, HRVATINI",140.45,vrstna,2001,,30.0,249000.0
6361885,J. Primorska,Koper,Koper,"KOPER, KAMPEL",540.0,samostojna,2001,,1300.0,2050000.0
6325357,J. Primorska,Koper,Koper,"KOPER, KONČNA, DVE ENOTI",214.5,vrstna,1967,2014,320.0,359000.0
6339415,J. Primorska,Koper,Koper,"KOPER, MAREZIGE",231.0,dvostanovanjska,1900,2000,1441.0,320000.0
6326552,J. Primorska,Koper,Koper,"KOPER, MAREZIGE",1200.0,samostojna,2016,,1703.0,850000.0
6370441,J. Primorska,Koper,Koper,"KOPER, MARKOVEC",231.5,vrstna,2009,,,560000.0
6354257,J. Primorska,Koper,Koper,"KOPER, MERCATOR CENTER",241.7,dvojček,1972,,738.0,390000.0
6354135,J. Primorska,Koper,Koper,"KOPER, MERCATOR CENTER",298.0,hiša,1978,2005,370.0,390000.0
6374366,J. Primorska,Koper,Koper,"KOPER, MODRI GAJ",193.2,dvojček,2008,,,550000.0
6100772,J. Primorska,Koper,Koper,"KOPER, NAD VANGANELOM",480.0,samostojna,2008,,700.0,350000.0
6370490,J. Primorska,Koper,Koper,"KOPER, NAD ZUSTERNO",122.0,samostojna,1991,,3835.0,485000.0
6338378,J. Primorska,Koper,Koper,"KOPER, ODLIČNA LOKACIJA, RAVNINSKI DEL",260.0,dvostanovanjska,1972,,738.0,380000.0
6236287,J. Primorska,Koper,Koper,"KOPER, OKOLICA",220.0,vrstna,1995,,223.0,650000.0
6337146,J. Primorska,Koper,Koper,"KOPER, POBEGI",210.0,vrstna,1996,,281.0,328000.0
6033188,J. Primorska,Koper,Koper,"KOPER, PREMANČAN, NOVEJŠE, PROSTORNO",262.0,samostojna,2015,,893.0,380000.0
6060317,J. Primorska,Koper,Koper,"KOPER, RAZGLEDNA ULICA 14",235.0,vrstna,2011,,400.0,699000.0
6145544,J. Primorska,Koper,Koper,"KOPER, SEMEDELA",173.0,vrstna,1971,2010,709.0,420000.0
6048457,J. Primorska,Koper,Koper,"KOPER, STARA SEMEDELA",450.0,samostojna,1979,,3316.0,299000.0
6348193,J. Primorska,Koper,Koper,"KOPER, STARA ŠALARA",185.6,samostojna,2020,,360.0,350000.0
6201655,J. Primorska,Koper,Koper,"KOPER, STARA ŠALARA",300.0,vrstna,2015,,661.0,479000.0
6373362,J. Primorska,Koper,Koper,"KOPER, ŠALARA",95.0,vrstna,1962,2010,,215000.0
6287544,J. Primorska,Koper,Koper,"KOPER, ŠALARA",241.0,samostojna,1972,1990,738.0,456000.0
6317228,J. Primorska,Koper,Koper,"KOPER, ŠALARA, DOBRO DSTOPNA LOKACIJA",240.0,dvostanovanjska,1972,,740.0,370000.0
6311347,J. Primorska,Koper,Koper,"KOPER, ŠKOCJAN",126.0,dvojček,2008,,359.0,357000.0
6150619,J. Primorska,Koper,Koper,"KOPER, ŠKOCJAN",127.1,dvojček,2009,,310.0,330000.0
6296084,J. Primorska,Koper,Koper,"KOPER, ŠMARJE",191.0,samostojna,2005,,650.0,389000.0
6371808,J. Primorska,Koper,Koper,"KOPER, ZASELEK PRI POBEGIH, 7 MIN",172.8,dvojček,2008,,,319000.0
6228838,J. Primorska,Koper,Koper,"KOPER, ZGORNJE ŠKOFIJE",473.4,samostojna,2004,,1223.0,650000.0
6314526,J. Primorska,Koper,Koper,"KOPER, ŽUSTERNA - DOLGA REBER",428.0,samostojna,1990,2007,522.0,1250000.0
6211506,J. Primorska,Koper,Koper,"KOPER, ŽUSTERNA III",231.5,dvojček,2009,,407.0,560000.0
6340138,Podravska,Maribor,Rače - Fram,"KOPIVNIK, FRAM",228.7,samostojna,1991,2014,2427.0,165990.0
6009122,J. Primorska,Sežana,Sežana,"KOPRIVA, CENTER",207.0,samostojna,1900,1990,224.0,84900.0
5969585,J. Primorska,Sežana,Sežana,"KOPRIVA, DUTOVLJE OKOLICA",117.0,vrstna,1945,,1496.0,95000.0
6372911,Posavska,Krško,Krško,"KOPRIVNICA, VOJSKO",80.6,samostojna,1950,2005,4713.0,42000.0
6092466,Gorenjska,Radovljica,Bohinj,KOPRIVNIK V BOHINJU,180.0,samostojna,1972,1992,275.0,170000.0
6318995,Podravska,Ormož,Sveti Tomaž,KORAČICE,126.0,samostojna,1923,2005,4673.0,100000.0
6311186,Podravska,Ptuj,Zavrč,"KORENJAK, 25",230.0,samostojna,1897,,,12000.0
6360597,Podravska,Slovenska Bistrica,Oplotnica,KORITNO,102.89,samostojna,1988,2017,5106.0,95000.0
6365899,Podravska,Ptuj,Majšperk,KORITNO,285.0,samostojna,1990,,6464.0,189000.0
6372519,Gorenjska,Jesenice,Jesenice,KOROŠKA BELA,148.8,dvostanovanjska,1950,2009,559.0,190000.0
6349720,Gorenjska,Jesenice,Jesenice,KOROŠKA BELA,160.0,samostojna,2010,,500.0,249000.0
6038782,Gorenjska,Jesenice,Jesenice,KOROŠKA BELA,240.0,samostojna,1963,2002,1419.0,270000.0
6354742,Gorenjska,Jesenice,Jesenice,KOROŠKA BELA,309.0,samostojna,1973,2010,710.0,216000.0
6366339,Gorenjska,Jesenice,Jesenice,"KOROŠKA BELA, CANKARJEVA ULICA",250.0,dvostanovanjska,1950,2008,559.0,190000.0
6370528,Gorenjska,Jesenice,Jesenice,"KOROŠKA BELA, JESENICE",250.0,samostojna,1950,2008,559.0,190000.0
6297934,Dolenjska,Novo mesto,Novo mesto,KOROŠKA VAS,120.0,samostojna,1951,1996,1115.0,55000.0
6350008,Podravska,Maribor,Maribor,KOROŠKA VRATA,123.0,vrstna,1986,2016,113.0,238000.0
5974103,Podravska,Maribor,Maribor,"KOROŠKA VRATA, VILA",850.0,samostojna,1906,,1133.0,799000.0
6361244,Podravska,Maribor,Maribor,"KOROŠKA VRATA, VRBANSKA CESTA, MARIBOR",161.2,samostojna,1930,,935.0,350000.0
6238482,LJ-okolica,Domžale,Lukovica,KORPE,213.6,samostojna,1980,,4646.0,980000.0
6181309,J. Primorska,Izola,Izola,KORTE,130.0,samostojna,2017,,769.0,355000.0
6348739,J. Primorska,Izola,Izola,KORTE,184.0,vrstna,1950,2016,122.0,250000.0
6273052,J. Primorska,Izola,Izola,KORTE,220.0,dvostanovanjska,1975,1985,840.0,295000.0
5974982,J. Primorska,Izola,Izola,KORTE,249.0,samostojna,1998,,1281.0,420000.0
6262618,J. Primorska,Izola,Izola,"KORTE, OB ZELENEM PASU",512.0,samostojna,1995,,998.0,280000.0
6188301,J. Primorska,Izola,Izola,"KORTE, V VASI",240.0,dvojček,1974,,860.0,299000.0
6342018,LJ-mesto,Lj. Šiška,Ljubljana,KOSEZE,151.2,samostojna,1960,2019,429.0,385000.0
6363114,LJ-mesto,Lj. Šiška,Ljubljana,KOSEZE,178.0,samostojna,1984,,429.0,497000.0
6300292,Notranjska,Ilirska Bistrica,Ilirska Bistrica,KOSEZE,186.7,samostojna,1958,2006,6116.0,124800.0
6335285,LJ-mesto,Lj. Šiška,Ljubljana,KOSEZE,230.0,samostojna,1985,,440.0,420000.0
6238649,LJ-mesto,Lj. Šiška,Ljubljana,KOSEZE,300.0,samostojna,1928,1994,420.0,549000.0
6311194,LJ-mesto,Lj. Šiška,Ljubljana,KOSEZE,335.0,samostojna,1985,,660.0,630000.0
6311340,LJ-mesto,Lj. Šiška,Ljubljana,KOSEZE,396.0,samostojna,2002,,570.0,850000.0
6352365,LJ-mesto,Lj. Šiška,Ljubljana,"KOSEZE, OB ZELENEM ROBU NASELJA",216.1,samostojna,1978,,677.0,650000.0
6366642,Posavska,Krško,Kostanjevica na Krki,KOSTANJEVICA NA KRKI,194.6,samostojna,1980,,780.0,130000.0
6374229,Posavska,Krško,Kostanjevica na Krki,KOSTANJEVICA NA KRKI,220.0,dvostanovanjska,1974,2011,844.0,160000.0
6369596,Podravska,Maribor,Maribor,KOŠAKI,84.0,samostojna,1970,,904.0,125000.0
6300851,Podravska,Maribor,Maribor,KOŠAKI,141.81,vrstna,2019,,90.0,208000.0
6370958,Podravska,Maribor,Maribor,KOŠAKI,141.81,vrstna,2019,,99.0,208000.0
6370960,Podravska,Maribor,Maribor,KOŠAKI,141.81,vrstna,2019,,90.0,208000.0
6364605,Podravska,Maribor,Maribor,KOŠAKI,180.0,samostojna,1962,1990,803.0,89000.0
6289072,Podravska,Maribor,Maribor,KOŠAKI,200.0,dvostanovanjska,1939,1997,401.0,160000.0
6346502,Podravska,Maribor,Maribor,KOŠAKI,221.0,samostojna,2008,,614.0,159900.0
6357626,Podravska,Maribor,Maribor,KOŠAKI,287.9,samostojna,1989,2010,1486.0,700000.0
6261880,Podravska,Maribor,Maribor,"KOŠAKI, KOŠAŠKI DOL",208.0,samostojna,2003,,477.0,167000.0
6368449,Podravska,Maribor,Maribor,"KOŠAKI, MIRNA LOKACIJA",194.7,samostojna,1965,,607.0,89900.0
6096539,J. Primorska,Koper,Koper,KOŠTABONA,75.0,vrstna,1960,1995,46.0,115000.0
6325470,J. Primorska,Koper,Koper,KOŠTABONA,100.0,vrstna,2002,,,80000.0
6190200,Pomurska,Lendava,Lendava,KOT,206.0,samostojna,1911,,2158.0,30000.0
6193509,Dolenjska,Ribnica,Ribnica,KOT PRI RIBNICI,160.0,samostojna,1990,,6390.0,79000.0
6373910,Podravska,Slovenska Bistrica,Slovenska Bistrica,KOVAČA VAS,154.2,vrstna,2008,,124.0,135000.0
6371219,Gorenjska,Tržič,Tržič,KOVOR,300.0,samostojna,1990,,800.0,149000.0
6364693,S.Primorska,Nova Gorica,Brda,KOZANA,132.7,samostojna,2017,,206.0,89000.0
6200281,S.Primorska,Nova Gorica,Brda,KOZANA,136.0,hiša,1920,,229.0,70000.0
6241671,S.Primorska,Nova Gorica,Brda,KOZANA,210.0,vrstna,2000,,230.0,159000.0
6297735,J. Primorska,Sežana,Hrpelje - Kozina,KOZINA,125.0,samostojna,1800,1968,350.0,76900.0
6325301,J. Primorska,Sežana,Hrpelje - Kozina,KOZINA,700.0,samostojna,1901,1992,3925.0,710000.0
6268858,J. Primorska,Sežana,Hrpelje - Kozina,"KOZINA, BREZOVO BRDO",73.0,samostojna,1947,,2200.0,86000.0
6275179,J. Primorska,Sežana,Hrpelje - Kozina,"KOZINA, OKOLICA",168.0,samostojna,1955,1970,635.0,195000.0
6010698,J. Primorska,Sežana,Hrpelje - Kozina,"KOZINA, RITOMEČE - BREZOVO BRDO",74.0,samostojna,1947,,,86000.0
